timestamp,Amakhala Emoyeni,Aurora Wind Power,Chaba Wind Farm,Cookhouse Wind Farm,Copperton Windfarm,Dassieklip Wind Energy Facility,Dorper Wind Farm,Excelsior Wind Energy Facility,Garob Wind Farm,Golden Valley Wind,Gouda Wind Project,Grassridge Wind Farm,Jeffreys Bay Wind Farm,Kangnas Wind Farm,Khobab Wind Farm,Kouga Wind Farm,Loeriesfontein 2 Wind Farm,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Longyuan Mulilo Green Energy De Aar 2 North Wind Energy Facility,Metrowind Van Stadens Wind Farm,Nobelsfontein Phase 1,Nojoli Wind Farm,Noupoort Wind Farm,Nxuba Wind Farm,Oyster Bay Wind Farm,Perdekraal East Wind Farm,Red Cap – Gibson Bay,Roggeveld Wind Farm,Sere Wind Farm,The Karusa Wind Farm,Tsitsikamma Community Wind Farm,Umoya Energy Wind Farm,Waainek Wind Farm,Wesley-Ciskei,Aggregated_Wind_Speed
2023-08-20 07:00:00,2.42,7.07,0.88,1.91,3.21,2.23,2.94,2.3,3.21,1.91,2.08,2.31,2.04,2.06,2.57,2.04,2.61,4.63,4.63,0.57,3.73,1.91,1.08,1.91,2.04,2.28,2.04,3.17,3.36,3.17,0.74,5.96,0.45,2.05,87.51
2023-08-20 08:00:00,3.04,7.87,1.03,2.3,4.56,2.5,3.89,2.78,4.56,2.3,2.31,0.93,0.17,4.63,2.57,0.17,3.32,2.06,2.06,1.56,6.6,2.3,2.53,2.3,0.17,2.37,0.17,4.64,5.44,4.64,1.85,6.69,1.1,1.4,96.81
2023-08-20 09:00:00,4.12,8.52,2.09,3.31,5.33,3.25,5.72,2.82,5.33,3.31,2.71,1.05,1.48,3.1,3.09,1.48,4.32,2.06,2.06,2.93,7.75,3.31,5.62,3.31,1.48,2.7,1.48,5.81,5.5,5.81,2.71,7.55,2.3,0.67,124.08000000000001
2023-08-20 10:00:00,5.81,8.61,3.12,3.91,5.47,3.1,7.49,3.75,5.47,3.91,3.54,1.76,1.99,7.2,1.03,1.99,5.83,7.17,7.17,3.03,8.45,3.91,7.73,3.91,1.99,3.42,1.99,7.6,5.04,7.6,2.99,7.68,3.33,1.58,158.57000000000002
2023-08-20 11:00:00,8.02,8.45,3.95,4.55,6.31,3.84,7.99,4.03,6.31,4.55,3.67,2.33,2.25,4.89,3.09,2.25,6.8,7.26,7.26,3.15,9.15,4.55,8.06,4.55,2.25,3.78,2.25,8.69,4.49,8.69,3.52,7.64,3.23,1.77,173.57000000000002
2023-08-20 12:00:00,8.12,8.56,5.21,3.96,6.19,5.05,8.88,3.82,6.19,3.96,3.76,2.42,2.66,5.24,6.88,2.66,7.83,7.18,7.18,3.39,9.36,3.96,9.16,3.96,2.66,4.03,2.66,10.08,5.45,10.08,3.57,7.61,2.29,2.15,186.16
2023-08-20 13:00:00,8.23,8.16,6.53,3.1,7.0,5.2,9.08,3.68,7.0,3.1,4.2,2.75,4.65,5.37,7.83,4.65,7.72,8.15,8.15,3.55,9.77,3.1,9.39,3.1,4.65,4.02,4.65,9.98,7.15,9.98,2.65,7.6,2.18,3.59,199.91000000000003
2023-08-20 14:00:00,8.24,8.58,6.89,2.82,6.98,5.32,9.23,4.0,6.98,2.82,4.05,4.77,5.98,6.4,8.95,5.98,8.68,8.27,8.27,3.14,9.73,2.82,10.06,2.82,5.98,4.15,5.98,9.28,7.09,9.28,2.57,7.53,3.47,4.02,211.13
2023-08-20 15:00:00,6.91,8.15,6.64,2.88,5.87,4.37,8.28,4.5,5.87,2.88,3.92,5.81,4.13,5.61,8.25,4.13,8.36,6.88,6.88,4.07,9.07,2.88,8.6,2.88,4.13,3.95,4.13,9.65,5.55,9.65,2.61,7.18,4.25,4.23,193.14999999999998
2023-08-20 16:00:00,5.06,8.25,6.67,1.31,3.04,3.11,6.01,4.34,3.04,1.31,3.26,4.87,3.22,3.5,4.13,3.22,6.89,4.65,4.65,2.03,7.6,1.31,5.82,1.31,3.22,3.4,3.22,8.39,4.37,8.39,1.95,6.52,2.4,4.14,144.6
2023-08-20 17:00:00,4.69,7.61,6.22,1.19,2.76,3.1,5.19,3.6,2.76,1.19,3.07,3.67,2.14,2.32,2.81,2.14,5.27,4.29,4.29,0.55,5.98,1.19,5.06,1.19,2.14,3.24,2.14,6.52,2.51,6.52,0.68,5.92,1.86,4.85,118.66000000000001
2023-08-20 18:00:00,4.74,7.46,5.86,3.12,3.76,3.05,5.75,2.78,3.76,3.12,2.6,3.17,2.19,2.43,2.81,2.19,5.55,4.1,4.1,1.15,6.17,3.12,4.51,3.12,2.19,3.14,2.19,5.87,1.19,5.87,2.09,5.67,2.45,4.45,125.72000000000001
2023-08-20 19:00:00,4.78,8.02,5.3,3.48,4.04,2.92,5.79,2.71,4.04,3.48,2.78,2.31,2.79,1.9,2.64,2.79,6.45,4.04,4.04,2.14,6.5,3.48,4.66,3.48,2.79,3.44,2.79,6.31,1.64,6.31,2.35,6.42,2.92,4.0,133.53000000000003
2023-08-20 20:00:00,4.62,8.21,3.83,3.4,3.41,3.5,5.35,2.13,3.41,3.4,3.01,2.79,3.55,1.86,2.29,3.55,5.49,3.81,3.81,2.96,6.72,3.4,4.68,3.4,3.55,3.76,3.55,7.27,1.94,7.27,3.56,6.69,3.07,3.56,136.79999999999998
2023-08-20 21:00:00,4.89,8.7,2.9,3.43,3.32,5.01,5.38,2.06,3.32,3.43,2.91,3.64,4.02,2.14,2.73,4.02,3.82,3.96,3.96,3.87,6.51,3.43,4.59,3.43,4.02,3.62,4.02,8.17,2.06,8.17,4.02,7.18,3.13,3.3,143.16000000000003
2023-08-20 22:00:00,4.92,10.0,2.98,3.85,3.34,6.53,5.44,2.71,3.34,3.85,3.54,4.6,4.55,1.95,2.78,4.55,5.03,3.91,3.91,5.15,5.64,3.85,4.07,3.85,4.55,3.8,4.55,9.03,1.88,9.03,4.7,8.39,3.14,3.32,156.72999999999996
2023-08-20 23:00:00,4.99,10.47,3.02,4.35,3.74,7.18,5.73,3.62,3.74,4.35,4.43,5.58,4.72,2.42,3.24,4.72,4.44,3.72,3.72,6.83,4.61,4.35,4.06,4.35,4.72,4.45,4.72,9.27,1.99,9.27,5.13,9.08,3.61,3.77,168.39000000000004
2023-08-21 00:00:00,6.13,11.33,3.14,4.33,3.35,8.45,6.02,3.91,3.35,4.33,5.43,6.4,5.19,2.11,3.91,5.19,5.4,3.12,3.12,6.56,4.44,4.33,4.55,4.33,5.19,5.07,5.19,10.56,2.32,10.56,4.9,9.74,3.84,3.99,179.78000000000003
2023-08-21 01:00:00,6.34,11.44,3.26,3.91,2.81,8.04,6.39,3.61,2.81,3.91,5.89,5.57,6.92,2.1,3.87,6.92,6.09,3.59,3.59,5.39,4.5,3.91,5.5,3.91,6.92,5.49,6.92,11.12,2.49,11.12,4.48,10.27,3.75,4.81,187.64000000000001
2023-08-21 02:00:00,5.99,10.67,2.95,4.24,2.71,5.72,7.28,2.92,2.71,4.24,5.9,6.9,5.74,1.92,3.7,5.74,6.12,3.18,3.18,3.98,4.73,4.24,5.78,4.24,5.74,6.13,5.74,11.0,2.58,11.0,3.68,9.92,4.59,5.82,180.98000000000002
2023-08-21 03:00:00,6.1,9.46,2.64,3.84,3.04,7.06,6.86,2.38,3.04,3.84,6.35,5.0,4.5,3.09,3.35,4.5,5.86,3.59,3.59,2.59,4.34,3.84,7.0,3.84,4.5,6.78,4.5,11.58,2.76,11.58,3.6,8.48,5.02,6.55,175.05000000000004
2023-08-21 04:00:00,5.65,7.65,2.36,3.45,3.09,9.55,6.56,2.82,3.09,3.45,5.21,3.89,4.03,1.87,3.71,4.03,5.86,3.45,3.45,3.84,3.68,3.45,6.64,3.45,4.03,5.99,4.03,12.05,2.94,12.05,3.83,7.13,4.05,4.45,164.78000000000003
2023-08-21 05:00:00,5.19,7.26,6.17,4.39,3.89,9.09,6.26,2.36,3.89,4.39,5.43,4.35,4.54,1.72,4.09,4.54,5.32,3.67,3.67,6.39,4.34,4.39,5.93,4.39,4.54,5.79,4.54,12.03,3.3,12.03,4.38,5.48,4.12,3.78,175.65000000000003
2023-08-21 06:00:00,6.58,6.81,4.35,6.1,3.54,8.08,6.92,4.93,3.54,6.1,5.24,2.57,4.7,1.03,4.73,4.7,5.43,4.12,4.12,8.12,4.31,6.1,7.7,6.1,4.7,5.64,4.7,11.77,4.89,11.77,3.18,4.25,9.93,8.51,195.26000000000002
2023-08-21 07:00:00,8.97,6.33,5.14,5.89,5.25,8.05,10.15,5.5,5.25,5.89,4.92,4.12,8.74,2.06,4.38,8.74,7.35,5.14,5.14,7.96,6.06,5.89,8.55,5.89,8.74,5.35,8.74,13.52,6.96,13.52,7.55,5.18,12.13,10.91,243.96
2023-08-21 08:00:00,10.53,7.36,3.6,7.08,6.61,8.84,12.42,6.41,6.61,7.08,5.47,9.33,10.09,4.12,7.72,10.09,7.93,7.01,7.01,6.89,7.56,7.08,8.57,7.08,10.09,5.55,10.09,13.08,7.72,13.08,8.96,6.67,11.53,10.62,279.88
2023-08-21 09:00:00,12.25,7.65,5.92,10.41,7.6,10.1,12.88,7.66,7.6,10.41,6.17,11.32,9.5,4.12,7.72,9.5,8.35,7.85,7.85,5.93,8.78,10.41,10.52,10.41,9.5,6.23,9.5,12.11,8.9,12.11,7.76,7.27,11.96,9.91,306.15999999999997
2023-08-21 10:00:00,12.15,7.83,6.91,11.02,7.68,10.7,13.92,8.13,7.68,11.02,7.06,8.67,9.26,5.89,5.61,9.26,8.49,8.78,8.78,6.58,9.65,11.02,12.0,11.02,9.26,6.94,9.26,11.29,8.35,11.29,7.66,7.53,11.65,8.93,311.27000000000004
2023-08-21 11:00:00,12.23,8.11,10.54,10.8,8.24,10.69,13.93,8.47,8.24,10.8,7.37,13.38,10.57,6.11,6.84,10.57,9.66,9.59,9.59,6.73,10.37,10.8,12.57,10.8,10.57,7.13,10.57,12.16,8.0,12.16,9.64,7.85,11.61,8.27,334.96000000000004
2023-08-21 12:00:00,12.83,7.92,12.12,10.85,8.77,10.5,13.98,8.7,8.77,10.85,8.5,10.07,10.75,6.6,7.72,10.75,9.78,10.21,10.21,8.7,11.31,10.85,12.68,10.85,10.75,8.31,10.75,11.75,8.11,11.75,9.82,7.87,10.99,8.77,343.14
2023-08-21 13:00:00,12.03,7.96,11.18,10.73,8.89,10.18,13.55,8.49,8.89,10.73,7.93,9.39,10.25,5.66,6.97,10.25,10.13,10.51,10.51,7.55,11.64,10.73,10.84,10.73,10.25,7.66,10.25,11.67,7.7,11.67,9.86,7.52,10.32,8.55,331.16999999999996
2023-08-21 14:00:00,10.63,8.16,9.96,11.27,8.55,9.28,12.12,8.08,8.55,11.27,7.11,9.39,9.27,3.6,7.41,9.27,9.35,10.13,10.13,7.81,11.04,11.27,10.74,11.27,9.27,6.84,9.27,11.46,6.98,11.46,9.46,7.74,8.32,7.53,313.98999999999995
2023-08-21 15:00:00,8.88,7.34,7.72,8.5,8.07,7.77,10.02,6.62,8.07,8.5,4.79,8.92,8.22,4.79,6.78,8.22,8.73,9.54,9.54,6.97,10.28,8.5,10.48,8.5,8.22,4.8,8.22,10.81,6.28,10.81,9.22,6.83,6.58,6.94,274.46
2023-08-21 16:00:00,4.97,6.34,7.24,6.11,5.02,6.21,7.8,4.78,5.02,6.11,3.99,8.88,8.04,4.53,5.92,8.04,8.07,7.34,7.34,6.87,8.38,6.11,8.57,6.11,8.04,3.89,8.04,8.65,4.64,8.65,8.81,5.36,4.78,6.08,224.73000000000002
2023-08-21 17:00:00,2.94,5.02,5.83,5.05,3.73,5.32,5.69,3.33,3.73,5.05,3.52,8.61,7.52,4.12,4.43,7.52,7.4,5.58,5.58,6.23,7.86,5.05,6.03,5.05,7.52,3.66,7.52,6.49,2.67,6.49,7.98,3.75,4.14,5.09,185.5
2023-08-21 18:00:00,1.2,4.66,4.93,3.54,3.03,4.68,4.71,3.34,3.03,3.54,3.38,7.82,6.65,1.98,3.1,6.65,6.62,4.97,4.97,5.08,7.13,3.54,4.19,3.54,6.65,3.54,6.65,4.73,2.02,4.73,6.97,3.3,2.4,5.07,152.34000000000003
2023-08-21 19:00:00,0.99,4.42,4.47,3.54,2.47,4.0,4.57,2.81,2.47,3.54,3.18,4.76,5.91,1.71,2.42,5.91,5.43,4.02,4.02,2.92,6.51,3.54,5.69,3.54,5.91,3.25,5.91,3.99,1.42,3.99,5.79,3.36,1.31,4.4,132.17000000000002
2023-08-21 20:00:00,0.45,4.45,3.77,3.69,2.14,3.17,4.55,2.55,2.14,3.69,3.1,6.04,5.66,1.59,2.45,5.66,4.28,3.4,3.4,2.98,5.44,3.69,4.38,3.69,5.66,2.97,5.66,3.48,1.16,3.48,4.49,3.52,1.67,3.94,122.38999999999999
2023-08-21 21:00:00,0.78,4.96,3.3,3.39,1.94,2.97,4.54,2.33,1.94,3.39,2.96,5.01,5.14,1.54,2.33,5.14,4.47,1.99,1.99,2.49,3.94,3.39,4.39,3.39,5.14,2.97,5.14,3.12,1.09,3.12,3.55,3.83,1.49,3.09,110.25000000000001
2023-08-21 22:00:00,1.19,5.47,2.88,3.31,2.14,2.49,4.43,2.46,2.14,3.31,2.87,4.09,4.3,1.47,2.0,4.3,4.49,1.17,1.17,2.17,2.93,3.31,4.53,3.31,4.3,2.9,4.3,3.16,1.74,3.16,3.24,4.03,1.25,2.69,102.69999999999999
2023-08-21 23:00:00,0.95,5.71,2.73,3.27,2.34,2.39,4.01,2.52,2.34,3.27,2.73,3.37,3.76,1.24,1.47,3.76,3.99,1.01,1.01,1.87,2.42,3.27,4.54,3.27,3.76,2.75,3.76,3.37,2.19,3.37,2.76,4.42,1.22,2.46,97.30000000000001
2023-08-22 00:00:00,1.7,5.66,2.62,2.98,2.16,2.4,3.88,2.8,2.16,2.98,2.78,3.36,3.81,1.25,1.63,3.81,3.56,1.61,1.61,1.48,2.29,2.98,4.51,2.98,3.81,2.97,3.81,3.52,2.53,3.52,2.86,4.42,0.78,2.17,97.39
2023-08-22 01:00:00,2.63,6.35,2.18,2.5,1.92,2.78,3.54,3.17,1.92,2.5,2.85,3.01,3.18,1.34,1.56,3.18,2.79,1.74,1.74,1.49,2.23,2.5,4.1,2.5,3.18,3.06,3.18,3.56,2.15,3.56,1.95,4.84,0.66,1.77,91.61000000000003
2023-08-22 02:00:00,2.77,6.74,1.52,2.19,1.7,2.49,3.66,3.49,1.7,2.19,3.3,2.5,2.45,1.77,1.99,2.45,2.9,1.89,1.89,1.68,2.53,2.19,4.05,2.19,2.45,3.48,2.45,3.02,1.52,3.02,1.69,5.22,0.91,1.81,87.8
2023-08-22 03:00:00,3.15,6.21,1.21,1.63,1.14,2.44,3.89,3.66,1.14,1.63,3.11,2.24,1.8,2.03,1.9,1.8,3.08,2.12,2.12,1.8,3.37,1.63,4.04,1.63,1.8,3.49,1.8,2.77,2.09,2.77,1.12,5.09,1.35,1.91,82.95999999999997
2023-08-22 04:00:00,3.58,6.46,0.79,1.87,1.14,2.62,4.06,3.94,1.14,1.87,2.75,1.87,1.97,1.92,1.57,1.97,3.17,2.65,2.65,1.42,3.58,1.87,3.99,1.87,1.97,3.15,1.97,3.81,1.32,3.81,2.29,5.6,1.7,1.83,88.17
2023-08-22 05:00:00,3.58,7.14,1.74,1.39,1.81,2.95,4.25,4.08,1.81,1.39,3.1,2.06,2.99,1.89,1.76,2.99,3.03,2.72,2.72,2.14,3.78,1.39,4.03,1.39,2.99,3.46,2.99,3.72,1.58,3.72,2.83,6.5,1.26,1.79,96.96999999999998
2023-08-22 06:00:00,4.18,8.11,2.33,2.15,1.86,3.79,5.11,4.08,1.86,2.15,3.04,3.03,2.14,1.45,1.86,2.14,2.83,2.84,2.84,1.91,3.95,2.15,5.32,2.15,2.14,3.38,2.14,4.66,1.76,4.66,2.23,7.64,1.54,2.36,105.78000000000002
2023-08-22 07:00:00,6.47,8.94,3.72,2.47,3.09,6.43,7.29,4.82,3.09,2.47,3.84,2.06,2.3,1.24,1.54,2.3,3.87,4.12,4.12,2.78,6.65,2.47,6.94,2.47,2.3,3.97,2.3,6.5,2.33,6.5,2.61,8.23,2.37,2.56,135.16
2023-08-22 08:00:00,6.65,9.43,4.44,2.85,4.43,7.75,9.59,5.22,4.43,2.85,5.04,4.63,2.63,3.6,3.6,2.63,5.03,5.78,5.78,5.33,8.34,2.85,8.36,2.85,2.63,5.01,2.63,8.7,4.49,8.7,4.62,8.45,2.99,3.04,175.34999999999994
2023-08-22 09:00:00,8.66,10.26,4.61,4.07,5.63,9.58,11.38,4.99,5.63,4.07,6.21,1.54,3.82,2.64,4.63,3.82,5.76,8.23,8.23,7.28,9.02,4.07,8.74,4.07,3.82,5.95,3.82,9.24,6.2,9.24,5.32,9.06,4.3,3.27,207.16
2023-08-22 10:00:00,9.59,10.71,5.55,6.72,6.45,11.13,11.86,5.13,6.45,6.72,5.96,4.47,4.46,3.41,5.34,4.46,6.15,7.2,7.2,7.44,9.84,6.72,10.05,6.72,4.46,5.82,4.46,10.18,7.12,10.18,4.29,9.35,5.19,4.19,234.97
2023-08-22 11:00:00,9.58,11.01,5.46,8.29,7.39,11.73,12.61,7.98,7.39,8.29,5.91,1.54,4.19,5.16,6.88,4.19,7.49,9.1,9.1,7.35,9.99,8.29,11.67,8.29,4.19,5.6,4.19,11.28,8.89,11.28,3.46,10.07,7.6,5.35,260.78999999999996
2023-08-22 12:00:00,10.9,11.68,3.11,8.26,7.34,11.64,12.22,11.24,7.34,8.26,6.46,4.64,3.99,5.69,8.44,3.99,7.99,9.36,9.36,8.58,10.55,8.26,11.79,8.26,3.99,6.0,3.99,12.26,9.32,12.26,3.71,10.72,9.28,6.39,277.2699999999999
2023-08-22 13:00:00,12.02,11.31,3.62,8.78,7.45,10.08,12.06,11.69,7.45,8.78,6.39,4.13,4.07,7.04,9.04,4.07,9.5,9.26,9.26,8.8,10.98,8.78,11.79,8.78,4.07,5.78,4.07,12.35,9.01,12.35,3.74,10.09,9.96,6.04,282.5899999999999
2023-08-22 14:00:00,11.15,10.98,4.62,9.4,7.86,9.52,11.85,11.66,7.86,9.4,5.95,3.53,3.1,6.75,8.76,3.1,9.65,9.55,9.55,7.43,11.39,9.4,12.05,9.4,3.1,5.14,3.1,11.69,8.75,11.69,3.39,9.73,8.9,4.41,273.81
2023-08-22 15:00:00,9.69,10.57,5.74,8.77,7.51,11.03,10.84,11.24,7.51,8.77,5.98,2.63,2.15,6.2,8.45,2.15,9.51,8.88,8.88,5.26,10.99,8.77,10.61,8.77,2.15,5.22,2.15,10.91,8.43,10.91,2.39,9.41,6.52,2.56,251.55
2023-08-22 16:00:00,6.71,10.33,4.94,6.91,5.44,11.13,8.95,10.15,5.44,6.91,5.05,2.27,2.2,5.12,6.89,2.2,8.39,7.44,7.44,2.03,9.12,6.91,9.31,6.91,2.2,4.63,2.2,9.28,7.01,9.28,1.19,9.17,3.78,0.53,207.45999999999995
2023-08-22 17:00:00,5.13,10.01,4.78,4.85,4.0,9.69,7.56,7.59,4.0,4.85,5.77,2.67,1.68,3.01,5.48,1.68,8.04,5.47,5.47,1.52,6.95,4.85,8.1,4.85,1.68,4.82,1.68,8.65,4.71,8.65,1.15,8.9,2.85,1.31,172.40000000000003
2023-08-22 18:00:00,6.22,10.24,3.63,5.09,3.43,6.62,7.27,5.71,3.43,5.09,7.0,2.18,2.19,2.27,4.07,2.19,8.71,4.46,4.46,1.63,6.44,5.09,7.85,5.09,2.19,6.64,2.19,8.43,4.85,8.43,1.74,9.1,3.08,1.74,168.75
2023-08-22 19:00:00,6.06,9.6,2.98,4.65,3.12,4.72,6.99,4.88,3.12,4.65,6.51,1.54,2.88,1.94,3.43,2.88,7.73,4.1,4.1,1.37,6.15,4.65,7.92,4.65,2.88,5.91,2.88,8.6,4.89,8.6,1.6,9.01,3.64,2.16,160.78999999999994
2023-08-22 20:00:00,5.5,8.16,2.74,4.29,3.18,5.13,6.85,4.66,3.18,4.29,6.82,2.46,2.46,1.75,3.34,2.46,6.72,3.67,3.67,2.18,6.04,4.29,8.54,4.29,2.46,6.4,2.46,8.78,5.63,8.78,2.21,7.98,5.28,2.69,159.34
2023-08-22 21:00:00,5.19,6.73,2.48,5.17,3.24,5.83,5.85,1.86,3.24,5.17,5.14,2.65,3.78,1.58,3.8,3.78,6.35,3.34,3.34,2.17,6.53,5.17,9.04,5.17,3.78,5.45,3.78,8.82,5.89,8.82,3.55,5.82,7.19,2.58,162.28
2023-08-22 22:00:00,5.25,7.58,2.8,6.31,2.9,7.25,5.15,2.57,2.9,6.31,3.89,4.63,7.77,1.44,3.86,7.77,5.99,2.97,2.97,2.19,5.64,6.31,9.26,6.31,7.77,4.19,7.77,9.83,6.28,9.83,8.77,5.95,8.47,2.77,191.65000000000003
2023-08-22 23:00:00,5.25,6.69,3.27,5.67,2.54,7.28,4.67,3.51,2.54,5.67,3.68,6.5,8.93,1.13,3.8,8.93,5.69,2.98,2.98,3.38,3.99,5.67,8.8,5.67,8.93,3.78,8.93,9.57,6.71,9.57,8.52,5.79,7.58,3.0,191.60000000000002
2023-08-23 00:00:00,5.26,6.25,4.31,5.52,2.61,7.32,4.46,3.47,2.61,5.52,2.99,8.02,9.82,1.25,3.62,9.82,5.56,2.58,2.58,4.16,4.17,5.52,7.84,5.52,9.82,3.73,9.82,11.65,6.46,11.65,9.06,4.67,7.2,4.11,198.95
2023-08-23 01:00:00,5.0,6.7,4.63,5.22,2.67,6.39,4.51,4.0,2.67,5.22,2.86,8.21,9.3,1.05,4.02,9.3,5.49,2.32,2.32,4.66,3.93,5.22,7.26,5.22,9.3,3.43,9.3,10.44,7.13,10.44,8.42,4.34,5.44,5.37,191.77999999999997
2023-08-23 02:00:00,4.75,6.57,5.03,4.78,2.69,5.3,4.58,3.44,2.69,4.78,2.8,8.47,9.02,1.45,4.31,9.02,5.98,2.02,2.02,4.79,3.34,4.78,6.74,4.78,9.02,3.39,9.02,10.96,5.96,10.96,9.31,4.22,4.14,6.06,187.17000000000002
2023-08-23 03:00:00,4.09,6.03,6.15,3.8,2.07,4.43,4.68,2.93,2.07,3.8,2.58,12.35,9.51,2.57,5.32,9.51,6.14,2.05,2.05,5.31,3.06,3.8,6.33,3.8,9.51,3.3,9.51,11.19,4.79,11.19,9.16,4.1,4.06,6.62,187.85999999999999
2023-08-23 04:00:00,3.59,5.68,6.4,4.0,1.75,4.25,4.47,2.49,1.75,4.0,2.45,7.79,10.17,1.38,5.1,10.17,7.2,2.31,2.31,5.32,3.34,4.0,6.16,4.0,10.17,3.06,10.17,10.15,4.8,10.15,8.97,3.99,4.23,7.26,183.03000000000003
2023-08-23 05:00:00,3.06,5.86,6.46,3.38,2.38,4.37,4.27,2.44,2.38,3.38,2.68,11.32,9.28,1.9,5.31,9.28,7.3,2.41,2.41,5.39,4.69,3.38,6.47,3.38,9.28,3.01,9.28,11.29,3.86,11.29,9.33,4.02,5.96,7.45,187.95
2023-08-23 06:00:00,3.2,5.77,8.0,3.69,2.57,5.41,5.37,3.05,2.57,3.69,2.57,10.8,10.76,1.55,5.69,10.76,8.41,2.81,2.81,5.67,6.51,3.69,6.93,3.69,10.76,3.02,10.76,11.76,2.68,11.76,10.07,4.08,5.47,8.04,204.36999999999998
2023-08-23 07:00:00,4.07,5.6,8.06,6.91,3.8,6.08,7.34,4.49,3.8,6.91,2.66,10.8,11.81,3.24,5.19,11.81,8.77,4.12,4.12,7.05,8.01,6.91,7.69,6.91,11.81,3.27,11.81,12.74,5.09,12.74,10.43,4.02,7.46,8.38,243.90000000000003
2023-08-23 08:00:00,5.42,5.57,8.15,9.15,4.64,7.22,8.54,4.86,4.64,9.15,3.24,10.72,11.72,4.28,5.47,11.72,9.76,3.6,3.6,7.95,8.83,9.15,8.72,9.15,11.72,3.69,11.72,12.13,5.77,12.13,9.61,4.99,8.3,7.99,263.3
2023-08-23 09:00:00,6.59,5.4,8.75,9.22,5.63,7.18,10.24,5.46,5.63,9.22,3.33,8.75,12.17,3.6,5.66,12.17,9.82,6.6,6.6,7.52,9.31,9.22,9.25,9.22,12.17,3.65,12.17,10.49,6.17,10.49,11.6,4.98,9.69,8.82,276.77
2023-08-23 10:00:00,7.65,4.67,10.02,8.82,6.32,6.04,10.87,5.7,6.32,8.82,3.07,11.18,13.22,3.6,6.25,13.22,9.73,5.66,5.66,8.73,9.02,8.82,9.98,8.82,13.22,3.33,13.22,9.15,6.78,9.15,12.94,4.57,9.28,8.9,282.7299999999999
2023-08-23 11:00:00,8.72,4.6,11.83,9.13,7.24,6.05,11.09,5.42,7.24,9.13,3.04,14.4,13.59,4.08,7.16,13.59,9.25,7.73,7.73,10.77,8.8,9.13,10.52,9.13,13.59,3.1,13.59,8.45,6.49,8.45,12.82,4.63,9.54,9.79,299.82000000000005
2023-08-23 12:00:00,8.92,4.7,12.86,11.02,7.32,6.99,10.61,5.48,7.32,11.02,2.65,12.68,13.5,3.23,7.19,13.5,8.33,7.02,7.02,11.3,9.18,11.02,9.9,11.02,13.5,2.75,13.5,7.33,6.81,7.33,12.66,4.95,9.63,10.52,302.76000000000005
2023-08-23 13:00:00,9.19,4.81,13.38,11.47,7.18,6.73,10.24,5.7,7.18,11.47,2.58,12.43,13.32,3.09,6.64,13.32,7.96,7.46,7.46,10.9,8.87,11.47,10.2,11.47,13.32,2.69,13.32,6.79,6.43,6.79,12.55,5.15,10.27,11.12,302.95
2023-08-23 14:00:00,10.25,4.18,10.43,10.08,6.48,6.6,9.84,4.99,6.48,10.08,2.72,11.96,12.55,4.14,6.7,12.55,7.24,7.39,7.39,10.19,8.74,10.08,9.75,10.08,12.55,2.74,12.55,6.3,6.66,6.3,11.52,4.73,10.47,10.92,285.6300000000001
2023-08-23 15:00:00,10.02,3.74,11.8,7.75,5.72,5.64,8.71,4.02,5.72,7.75,2.15,11.42,11.52,4.24,5.76,11.52,7.03,6.8,6.8,9.91,8.02,7.75,9.31,7.75,11.52,2.29,11.52,5.7,5.7,5.7,10.78,4.15,9.87,10.55,258.63
2023-08-23 16:00:00,6.32,3.54,11.56,3.69,4.15,3.99,6.39,2.92,4.15,3.69,1.52,11.01,10.9,3.23,3.86,10.9,5.86,4.71,4.71,9.31,6.0,3.69,6.67,3.69,10.9,1.58,10.9,4.25,5.31,4.25,9.74,3.25,9.84,10.17,206.65000000000003
2023-08-23 17:00:00,3.52,4.03,10.42,3.06,2.9,2.69,4.14,1.94,2.9,3.06,1.43,10.8,10.25,1.84,2.3,10.25,4.73,4.06,4.06,9.03,4.53,3.06,4.45,3.06,10.25,1.51,10.25,2.58,4.77,2.58,9.35,3.38,9.09,9.61,175.88000000000005
2023-08-23 18:00:00,3.53,2.35,10.06,2.51,2.72,1.94,1.09,0.87,2.72,2.51,0.78,10.72,10.16,1.02,2.17,10.16,4.16,3.29,3.29,9.27,3.3,2.51,2.75,2.51,10.16,0.8,10.16,1.79,3.52,1.79,9.09,2.09,8.75,9.75,154.29000000000002
2023-08-23 19:00:00,3.23,3.21,8.73,2.87,2.18,1.62,0.56,1.0,2.18,2.87,1.02,10.72,9.77,1.38,1.44,9.77,3.26,2.86,2.86,8.92,3.13,2.87,2.11,2.87,9.77,0.7,9.77,1.09,2.57,1.09,8.67,2.69,7.94,9.17,144.89
2023-08-23 20:00:00,2.74,3.23,7.83,2.53,1.62,1.23,0.74,1.0,1.62,2.53,1.2,9.99,9.22,2.04,0.13,9.22,2.6,2.82,2.82,7.55,2.71,2.53,1.66,2.53,9.22,0.86,9.22,0.4,2.74,0.4,8.29,2.77,6.67,8.63,131.29
